,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final,Valor_Unitario_Num,Valor Custo
5515,68901,2023-12-20,Loja Natal,Teclado sem Fio Multi,4,50,200,50,31.43
5516,68901,2023-12-20,Loja Natal,Mouse sem Fio Microsoft,3,250,750,250,156.4
5517,68904,2023-12-20,Loja São Paulo 1,Teclado Gamer com Led,4,209,836,209,153.72
5518,68906,2023-12-20,Loja Rio de Janeiro 1,Mouse Pad Colorido,1,363,363,363,148.97
5519,68907,2023-12-20,Loja Blumenau,Mouse sem Fio Microsoft,1,256,256,256,160.15
5520,68907,2023-12-20,Loja Blumenau,HD SSD Kingston 1 Tb,2,105,210,105,93.62
5521,68908,2023-12-20,Loja São Paulo 3,Teclado sem Fio Multi,2,93,186,93,58.46
5522,68908,2023-12-20,Loja São Paulo 3,Teclado Gamer com Led,5,209,1045,209,153.72
5523,68909,2023-12-20,Loja São Paulo 2,HD SSD Kingston 1 Tb,3,100,300,100,89.17
5524,68911,2023-12-20,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,3,114,342,114,85.07
5525,68911,2023-12-20,Loja São Paulo 1,Mouse sem Fio Microsoft,1,250,250,250,156.4
5526,68912,2023-12-20,Loja Natal,HD SSD Kingston 1 Tb,2,116,232,116,103.43
5527,68913,2023-12-20,Loja Florianópolis,HD SSD Maxtel 750 Gb,2,78,156,78,71.55
5528,68914,2023-12-20,Loja Recife,Teclado Gamer com Led,5,209,1045,209,153.72
5529,68914,2023-12-20,Loja Recife,Mesa Digitalizadora,1,180,180,180,127.94
5530,68915,2023-12-20,Loja Rio de Janeiro 2,Teclado sem Fio Megaware,2,97,194,97,72.36
5531,68916,2023-12-20,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,4,120,480,120,89.55
5532,68917,2023-12-20,Loja São Paulo 1,Calculadora Cientifica HP,3,163,489,163,116.7
5533,68918,2023-12-20,Loja Maringá,Mouse Pad Colorido,2,350,700,350,143.63
5534,68918,2023-12-20,Loja Maringá,HD SSD Kingston 1 Tb,5,108,540,108,96.3
5535,68918,2023-12-20,Loja Maringá,Mouse Pad Colorido,3,368,1104,368,151.02
5536,68919,2023-12-20,Loja Rio de Janeiro 1,Roteador 300 Mbps Cisco,5,74,370,74,58.87
5537,68919,2023-12-20,Loja Rio de Janeiro 1,Mouse Pad Colorido,1,96,96,96,39.4
5538,68920,2023-12-20,Loja Porto Alegre,Mouse Pad Colorido,1,218,218,218,89.46
5539,68921,2023-12-20,Loja Rio de Janeiro 2,Mouse Pad Colorido,3,90,270,90,36.93
5540,68921,2023-12-20,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,1,262,262,262,195.52
5541,68922,2023-12-20,Loja Fortaleza,Mouse Pad Colorido,2,100,200,100,41.04
5542,68922,2023-12-20,Loja Fortaleza,Teclado sem Fio Megaware,3,97,291,97,72.36
5543,68923,2023-12-20,Loja São Paulo 3,Fone de Ouvido Bluetooth HP,2,185,370,185,125.19
5544,68923,2023-12-20,Loja São Paulo 3,HD SSD Kingston 1 Tb,3,141,423,141,125.72
5545,68924,2023-12-20,Loja Rio de Janeiro 1,Mouse Pad Colorido,1,216,216,216,88.64
5546,68925,2023-12-20,Loja São Paulo 3,Fone de Ouvido Bluetooth HP,5,181,905,181,122.48
5547,68926,2023-12-20,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,2,720,1440,720,537.3
5548,68926,2023-12-20,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,149,149,149,136.68
5549,68927,2023-12-20,Loja Porto Alegre,Kit Teclado e Mouse Sem Fio,1,700,700,700,522.37
5550,68927,2023-12-20,Loja Porto Alegre,Teclado sem Fio Multi,2,50,100,50,31.43
5551,68928,2023-12-20,Loja Rio de Janeiro 1,Teclado Gamer com Led,1,209,209,209,153.72
5552,68928,2023-12-20,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,1,114,114,114,85.07
5553,68929,2023-12-20,Loja Natal,Kit Teclado e Mouse Sem Fio,2,720,1440,720,537.3
5554,68929,2023-12-20,Loja Natal,HD SSD Maxtel 750 Gb,5,149,745,149,136.68
5555,68930,2023-12-20,Loja Rio de Janeiro 2,Teclado sem Fio Multi,3,67,201,67,42.12
5556,68930,2023-12-20,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,2,270,540,270,247.67
5557,68931,2023-12-20,Loja São Paulo 3,Mouse Pad Colorido,3,218,654,218,89.46
5558,68933,2023-12-20,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,2,149,298,149,111.19
5559,68933,2023-12-20,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,2,250,500,250,186.56
5560,68933,2023-12-20,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,1,149,149,149,111.19
5561,68934,2023-12-20,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,5,114,570,114,85.07
5562,68934,2023-12-20,Loja São Paulo 3,Fone de Ouvido Bluetooth HP,2,170,340,170,115.04
5563,68936,2023-12-20,Loja São Paulo 1,HD SSD Maxtel 750 Gb,3,275,825,275,252.25
5564,68937,2023-12-20,Loja João Pessoa,Teclado sem Fio Megaware,1,97,97,97,72.36
5565,68939,2023-12-20,Loja João Pessoa,Kit Teclado e Mouse Sem Fio,1,720,720,720,537.3
5566,68939,2023-12-20,Loja João Pessoa,Calculadora Cientifica HP,3,155,465,155,110.98
5567,68939,2023-12-20,Loja João Pessoa,Mouse Pad Colorido,3,368,1104,368,151.02
5568,68941,2023-12-20,Loja João Pessoa,HD SSD Maxtel 750 Gb,4,87,348,87,79.8
5569,68942,2023-12-20,Loja São Paulo 2,HD SSD Kingston 1 Tb,2,113,226,113,100.76
5570,68944,2023-12-20,Loja Rio de Janeiro 1,Mouse sem Fio Microsoft,1,259,259,259,162.03
5571,68944,2023-12-20,Loja Rio de Janeiro 1,Mouse Pad Colorido,2,218,436,218,89.46
5572,68945,2023-12-20,Loja Rio de Janeiro 1,HD SSD Kingston 1 Tb,2,108,216,108,96.3
5573,68945,2023-12-20,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,2,149,298,149,136.68
5574,68948,2023-12-20,Loja São Paulo 3,Mouse sem Fio Microsoft,1,259,259,259,162.03
5575,68949,2023-12-20,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,79,79,79,72.47
5576,68949,2023-12-20,Loja Rio de Janeiro 1,Roteador 300 Mbps Cisco,3,73,219,73,58.07
5577,68950,2023-12-20,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,2,38,76,38,34.86
5578,68950,2023-12-20,Loja Rio de Janeiro 2,Teclado sem Fio Multi,2,69,138,69,43.37
5579,68952,2023-12-20,Loja Natal,Teclado Gamer com Led,5,214,1070,214,157.4
5580,68952,2023-12-20,Loja Natal,HD SSD Maxtel 750 Gb,2,87,174,87,79.8
5581,68953,2023-12-20,Loja Porto Alegre,Mouse Pad Colorido,2,219,438,219,89.87
5582,68955,2023-12-20,Loja Rio de Janeiro 2,HD SSD Kingston 1 Tb,2,145,290,145,129.29
5583,68955,2023-12-20,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,5,709,3545,709,529.09
5584,68955,2023-12-20,Loja Rio de Janeiro 2,Mouse sem Fio Microsoft,3,250,750,250,156.4
5585,68956,2023-12-20,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,1,709,709,709,529.09
5586,68957,2023-12-20,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,70,70,70,64.21
5587,68958,2023-12-20,Loja São Paulo 1,Calculadora Cientifica HP,1,150,150,150,107.4
5588,68958,2023-12-20,Loja São Paulo 1,Teclado sem Fio Multi,3,60,180,60,37.72
5589,68958,2023-12-20,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,1,116,116,116,86.56
5590,68959,2023-12-20,Loja Rio de Janeiro 1,Calculadora Cientifica HP,2,155,310,155,110.98
5591,68960,2023-12-20,Loja Rio de Janeiro 2,Fone de Ouvido Bluetooth HP,1,181,181,181,122.48
5592,68961,2023-12-20,Loja Fortaleza,Mouse Pad Colorido,1,214,214,214,87.82
5593,68962,2023-12-20,Loja Porto Alegre,Teclado sem Fio Megaware,3,124,372,124,92.51
5594,68962,2023-12-20,Loja Porto Alegre,HD SSD Maxtel 750 Gb,2,283,566,283,259.59
5595,68962,2023-12-20,Loja Porto Alegre,Teclado sem Fio Multi,4,50,200,50,31.43
5596,68962,2023-12-20,Loja Porto Alegre,HD SSD Kingston 1 Tb,3,105,315,105,93.62
5597,68962,2023-12-20,Loja Porto Alegre,HD SSD Kingston 1 Tb,2,100,200,100,89.17
5598,68963,2023-12-20,Loja Fortaleza,Mouse Pad Colorido,1,368,368,368,151.02
5599,68966,2023-12-20,Loja São Paulo 3,Mouse Pad Colorido,2,96,192,96,39.4
5600,68966,2023-12-20,Loja São Paulo 3,Roteador 300 Mbps Cisco,2,105,210,105,83.53
5601,68968,2023-12-20,Loja Rio de Janeiro 1,Mesa Digitalizadora,2,197,394,197,140.02
5602,68968,2023-12-20,Loja Rio de Janeiro 1,Mouse Pad Colorido,4,219,876,219,89.87
5603,68970,2023-12-20,Loja Campinas,HD SSD Maxtel 750 Gb,1,87,87,87,79.8
5604,68970,2023-12-20,Loja Campinas,Mouse Pad Colorido,3,216,648,216,88.64
5605,68970,2023-12-20,Loja Campinas,Kit Teclado e Mouse Sem Fio,5,709,3545,709,529.09
5606,68970,2023-12-20,Loja Campinas,Mesa Digitalizadora,2,223,446,223,158.5
5607,68970,2023-12-20,Loja Campinas,HD SSD Maxtel 750 Gb,2,114,228,114,104.57
5608,68972,2023-12-20,Loja Rio de Janeiro 1,Roteador 300 Mbps Cisco,1,71,71,71,56.48
5609,68973,2023-12-20,Loja Porto Alegre,HD SSD Maxtel 750 Gb,1,87,87,87,79.8
5610,68973,2023-12-20,Loja Porto Alegre,Mouse sem Fio Microsoft,4,250,1000,250,156.4
5611,68974,2023-12-20,Loja Maringá,Roteador 300 Mbps Cisco,2,105,210,105,83.53
5612,68975,2023-12-20,Loja Rio de Janeiro 2,Calculadora Cientifica HP,4,195,780,195,139.62
5613,68976,2023-12-20,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,137,137,137,125.67
5614,68976,2023-12-20,Loja São Paulo 1,Mesa Digitalizadora,1,223,223,223,158.5
5615,68976,2023-12-20,Loja São Paulo 1,Mesa Digitalizadora,2,197,394,197,140.02
5616,68976,2023-12-20,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,2,266,532,266,198.5
5617,68978,2023-12-20,Loja São Paulo 2,Teclado sem Fio Multi,3,93,279,93,58.46
5618,68978,2023-12-20,Loja São Paulo 2,Calculadora Cientifica HP,1,195,195,195,139.62
5619,68979,2023-12-20,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,87,87,87,79.8
5620,68980,2023-12-20,Loja Natal,HD SSD Kingston 1 Tb,1,116,116,116,103.43
5621,68980,2023-12-20,Loja Natal,HD SSD Maxtel 750 Gb,1,138,138,138,126.59
5622,68982,2023-12-20,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,270,270,270,247.67
5623,68982,2023-12-20,Loja Rio de Janeiro 1,Calculadora Cientifica HP,4,163,652,163,116.7
5624,68982,2023-12-20,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,3,706,2118,706,526.85
5625,68983,2023-12-20,Loja São Paulo 3,HD SSD Kingston 1 Tb,2,105,210,105,93.62
5626,68985,2023-12-20,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,5,283,1415,283,259.59
5627,68985,2023-12-20,Loja Rio de Janeiro 2,Calculadora Cientifica HP,1,169,169,169,121.0
5628,68986,2023-12-20,Loja Fortaleza,Kit Teclado e Mouse Sem Fio,1,116,116,116,86.56
5629,68986,2023-12-20,Loja Fortaleza,Kit Teclado e Mouse Sem Fio,1,120,120,120,89.55
5630,68986,2023-12-20,Loja Fortaleza,Kit Teclado e Mouse Sem Fio,2,114,228,114,85.07
5631,68987,2023-12-20,Loja Porto Alegre,Kit Teclado e Mouse Sem Fio,2,120,240,120,89.55
5632,68987,2023-12-20,Loja Porto Alegre,Mouse Pad Colorido,3,96,288,96,39.4
5633,68987,2023-12-20,Loja Porto Alegre,HD SSD Kingston 1 Tb,5,145,725,145,129.29
5634,68988,2023-12-20,Loja São Paulo 2,HD SSD Kingston 1 Tb,2,113,226,113,100.76
5635,68989,2023-12-20,Loja Rio de Janeiro 1,Teclado sem Fio Megaware,1,80,80,80,59.68
5636,68989,2023-12-20,Loja Rio de Janeiro 1,Fone de Ouvido Bluetooth HP,3,177,531,177,119.77
5637,68989,2023-12-20,Loja Rio de Janeiro 1,Mouse Pad Colorido,5,391,1955,391,160.46
5638,68990,2023-12-20,Loja Rio de Janeiro 1,Mesa Digitalizadora,3,187,561,187,132.92
5639,68990,2023-12-20,Loja Rio de Janeiro 1,Fone de Ouvido Bluetooth HP,1,181,181,181,122.48
5640,68990,2023-12-21,Loja Rio de Janeiro 1,Teclado sem Fio Multi,2,69,138,69,43.37
5641,68993,2023-12-21,Loja São Paulo 3,Mesa Digitalizadora,2,180,360,180,127.94
5642,68995,2023-12-21,Loja Maringá,Kit Teclado e Mouse Sem Fio,2,262,524,262,195.52
5643,68997,2023-12-21,Loja Florianópolis,Teclado sem Fio Multi,3,93,279,93,58.46
5644,68997,2023-12-21,Loja Florianópolis,Kit Teclado e Mouse Sem Fio,2,709,1418,709,529.09
5645,68997,2023-12-21,Loja Florianópolis,Mouse Pad Colorido,2,391,782,391,160.46
5646,68998,2023-12-21,Loja São Paulo 1,Mouse Pad Colorido,3,368,1104,368,151.02
5647,68999,2023-12-21,Loja Rio de Janeiro 2,Mesa Digitalizadora,1,197,197,197,140.02
5648,69000,2023-12-21,Loja São Paulo 2,Mouse Pad Colorido,1,216,216,216,88.64
5649,69000,2023-12-21,Loja São Paulo 2,Roteador 300 Mbps Cisco,1,73,73,73,58.07
5650,69001,2023-12-21,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,3,142,426,142,130.25
5651,69004,2023-12-21,Loja São Paulo 3,HD SSD Maxtel 750 Gb,2,276,552,276,253.17
5652,69004,2023-12-21,Loja São Paulo 3,Mouse Pad Colorido,1,133,133,133,54.58
5653,69005,2023-12-21,Loja Recife,Mouse Pad Colorido,1,240,240,240,98.49
5654,69005,2023-12-21,Loja Recife,Mouse Pad Colorido,1,358,358,358,146.91
5655,69005,2023-12-21,Loja Recife,Kit Teclado e Mouse Sem Fio,3,259,777,259,193.28
5656,69006,2023-12-21,Loja Campinas,Mesa Digitalizadora,2,187,374,187,132.92
5657,69006,2023-12-21,Loja Campinas,Mouse sem Fio Microsoft,2,250,500,250,156.4
5658,69007,2023-12-21,Loja São Paulo 1,Mesa Digitalizadora,2,187,374,187,132.92
5659,69010,2023-12-21,Loja Recife,Teclado sem Fio Multi,1,93,93,93,58.46
5660,69010,2023-12-21,Loja Recife,Mouse sem Fio Microsoft,1,256,256,256,160.15
5661,69010,2023-12-21,Loja Recife,Mouse Pad Colorido,1,108,108,108,44.32
5662,69012,2023-12-21,Loja São Paulo 2,Mesa Digitalizadora,2,196,392,196,139.31
5663,69013,2023-12-21,Loja São Paulo 2,HD SSD Kingston 1 Tb,2,118,236,118,105.21
5664,69013,2023-12-21,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,5,114,570,114,85.07
5665,69014,2023-12-21,Loja Rio de Janeiro 2,Teclado sem Fio Megaware,1,93,93,93,69.38
5666,69014,2023-12-21,Loja Rio de Janeiro 2,HD SSD Kingston 1 Tb,1,118,118,118,105.21
5667,69015,2023-12-21,Loja São Paulo 2,Teclado sem Fio Multi,1,67,67,67,42.12
5668,69015,2023-12-21,Loja São Paulo 2,Mesa Digitalizadora,5,187,935,187,132.92
5669,69015,2023-12-21,Loja São Paulo 2,Calculadora Cientifica HP,2,155,310,155,110.98
5670,69016,2023-12-21,Loja Campinas,HD SSD Maxtel 750 Gb,1,50,50,50,45.86
5671,69016,2023-12-21,Loja Campinas,HD SSD Kingston 1 Tb,1,105,105,105,93.62
5672,69016,2023-12-21,Loja Campinas,HD SSD Kingston 1 Tb,1,113,113,113,100.76
5673,69017,2023-12-21,Loja São Paulo 2,Mouse Pad Colorido,2,218,436,218,89.46
5674,69018,2023-12-21,Loja Fortaleza,Fone de Ouvido Bluetooth HP,5,190,950,190,128.57
5675,69019,2023-12-21,Loja São Paulo 3,HD SSD Maxtel 750 Gb,3,114,342,114,104.57
5676,69019,2023-12-21,Loja São Paulo 3,HD SSD Maxtel 750 Gb,3,114,342,114,104.57
5677,69019,2023-12-21,Loja São Paulo 3,HD SSD Maxtel 750 Gb,5,79,395,79,72.47
5678,69020,2023-12-21,Loja São Paulo 1,Teclado sem Fio Megaware,3,93,279,93,69.38
5679,69023,2023-12-21,Loja Porto Alegre,HD SSD Maxtel 750 Gb,3,275,825,275,252.25
5680,69023,2023-12-21,Loja Porto Alegre,Mouse Pad Colorido,2,90,180,90,36.93
5681,69023,2023-12-21,Loja Porto Alegre,HD SSD Kingston 1 Tb,1,105,105,105,93.62
5682,69023,2023-12-21,Loja Porto Alegre,Mouse Pad Colorido,1,108,108,108,44.32
5683,69024,2023-12-21,Loja São Paulo 3,HD SSD Maxtel 750 Gb,4,79,316,79,72.47
5684,69025,2023-12-21,Loja João Pessoa,Kit Teclado e Mouse Sem Fio,1,709,709,709,529.09
5685,69025,2023-12-21,Loja João Pessoa,HD SSD Maxtel 750 Gb,1,142,142,142,130.25
5686,69026,2023-12-21,Loja São Paulo 1,Teclado Gamer com Led,5,248,1240,248,182.4
5687,69026,2023-12-21,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,87,87,87,79.8
5688,69026,2023-12-21,Loja São Paulo 1,Fone de Ouvido Bluetooth HP,3,170,510,170,115.04
5689,69026,2023-12-21,Loja São Paulo 1,Calculadora Cientifica HP,5,169,845,169,121.0
5690,69027,2023-12-21,Loja Blumenau,Teclado sem Fio Multi,1,60,60,60,37.72
5691,69028,2023-12-21,Loja Rio de Janeiro 1,Mesa Digitalizadora,4,187,748,187,132.92
5692,69028,2023-12-21,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,4,30,120,30,27.52
5693,69028,2023-12-21,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,1,709,709,709,529.09
5694,69028,2023-12-21,Loja Rio de Janeiro 1,Mouse sem Fio Microsoft,1,256,256,256,160.15
5695,69028,2023-12-21,Loja Rio de Janeiro 1,HD SSD Kingston 1 Tb,1,100,100,100,89.17
5696,69028,2023-12-21,Loja Rio de Janeiro 1,Teclado sem Fio Multi,1,69,69,69,43.37
5697,69029,2023-12-21,Loja Fortaleza,HD SSD Maxtel 750 Gb,2,87,174,87,79.8
5698,69029,2023-12-21,Loja Fortaleza,Teclado sem Fio Megaware,3,97,291,97,72.36
5699,69030,2023-12-21,Loja Rio de Janeiro 2,HD SSD Kingston 1 Tb,1,108,108,108,96.3
5700,69030,2023-12-21,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,3,130,390,130,119.25
5701,69033,2023-12-21,Loja Natal,Calculadora Cientifica HP,2,155,310,155,110.98
5702,69034,2023-12-21,Loja São Paulo 1,Fone de Ouvido Bluetooth HP,3,185,555,185,125.19
5703,69034,2023-12-21,Loja São Paulo 1,HD SSD Kingston 1 Tb,5,113,565,113,100.76
5704,69034,2023-12-21,Loja São Paulo 1,Teclado Gamer com Led,4,248,992,248,182.4
5705,69035,2023-12-21,Loja João Pessoa,HD SSD Kingston 1 Tb,1,118,118,118,105.21
5706,69035,2023-12-21,Loja João Pessoa,Fone de Ouvido Bluetooth HP,1,177,177,177,119.77
5707,69036,2023-12-21,Loja João Pessoa,Roteador 300 Mbps Cisco,3,73,219,73,58.07
5708,69036,2023-12-21,Loja João Pessoa,Teclado sem Fio Megaware,1,92,92,92,68.63
5709,69038,2023-12-21,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,87,87,87,79.8
5710,69038,2023-12-21,Loja Rio de Janeiro 2,Mouse sem Fio Microsoft,1,259,259,259,162.03
5711,69038,2023-12-21,Loja Rio de Janeiro 2,Mouse Pad Colorido,1,100,100,100,41.04
5712,69038,2023-12-21,Loja Rio de Janeiro 2,Mouse Pad Colorido,2,218,436,218,89.46
5713,69042,2023-12-21,Loja Rio de Janeiro 2,Teclado Gamer com Led,2,209,418,209,153.72
5714,69042,2023-12-21,Loja Rio de Janeiro 2,Teclado Gamer com Led,1,209,209,209,153.72
5715,69042,2023-12-21,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,70,70,70,64.21
5716,69042,2023-12-21,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,2,87,174,87,79.8
5717,69043,2023-12-21,Loja Rio de Janeiro 1,Teclado sem Fio Megaware,5,97,485,97,72.36
5718,69045,2023-12-21,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,270,270,270,247.67
5719,69046,2023-12-21,Loja Fortaleza,Teclado sem Fio Megaware,4,97,388,97,72.36
5720,69046,2023-12-21,Loja Fortaleza,Mouse sem Fio Microsoft,1,299,299,299,187.05
5721,69048,2023-12-21,Loja São Paulo 2,HD SSD Kingston 1 Tb,1,113,113,113,100.76
5722,69049,2023-12-21,Loja Rio de Janeiro 2,Mouse Pad Colorido,4,216,864,216,88.64
5723,69052,2023-12-21,Loja São Paulo 2,HD SSD Kingston 1 Tb,2,107,214,107,95.41
5724,69053,2023-12-21,Loja São Paulo 2,Mouse Pad Colorido,4,214,856,214,87.82
5725,69054,2023-12-21,Loja Rio de Janeiro 1,Mouse Pad Colorido,1,90,90,90,36.93
5726,69054,2023-12-21,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,3,30,90,30,27.52
5727,69055,2023-12-21,Loja Rio de Janeiro 1,Mouse Pad Colorido,2,218,436,218,89.46
5728,69055,2023-12-21,Loja Rio de Janeiro 1,HD SSD Kingston 1 Tb,1,118,118,118,105.21
5729,69055,2023-12-21,Loja Rio de Janeiro 1,Mouse Pad Colorido,3,216,648,216,88.64
5730,69056,2023-12-21,Loja Rio de Janeiro 2,Teclado sem Fio Megaware,3,85,255,85,63.41
5731,69056,2023-12-21,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,4,277,1108,277,254.09
5732,69057,2023-12-21,Loja São Paulo 3,Teclado sem Fio Megaware,1,92,92,92,68.63
5733,69057,2023-12-21,Loja São Paulo 3,Mouse Pad Colorido,5,102,510,102,41.86
5734,69057,2023-12-21,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,3,709,2127,709,529.09
5735,69057,2023-12-21,Loja São Paulo 3,HD SSD Kingston 1 Tb,3,105,315,105,93.62
5736,69057,2023-12-21,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,275,275,275,252.25
5737,69058,2023-12-21,Loja Maringá,Kit Teclado e Mouse Sem Fio,3,750,2250,750,559.69
5738,69058,2023-12-21,Loja Maringá,Teclado sem Fio Megaware,2,93,186,93,69.38
5739,69058,2023-12-21,Loja Maringá,Mouse Pad Colorido,1,218,218,218,89.46
5740,69059,2023-12-21,Loja Rio de Janeiro 1,Fone de Ouvido Bluetooth HP,1,190,190,190,128.57
5741,69059,2023-12-21,Loja Rio de Janeiro 1,HD SSD Kingston 1 Tb,1,141,141,141,125.72
5742,69059,2023-12-21,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,3,706,2118,706,526.85
5743,69060,2023-12-21,Loja Recife,Mouse Pad Colorido,1,240,240,240,98.49
5744,69061,2023-12-21,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,4,114,456,114,85.07
5745,69062,2023-12-21,Loja Blumenau,Mouse sem Fio Microsoft,2,256,512,256,160.15
5746,69062,2023-12-21,Loja Blumenau,Fone de Ouvido Bluetooth HP,1,185,185,185,125.19
5747,69062,2023-12-21,Loja Blumenau,Mouse Pad Colorido,5,200,1000,200,82.07
5748,69063,2023-12-21,Loja São Paulo 3,HD SSD Kingston 1 Tb,1,100,100,100,89.17
5749,69065,2023-12-21,Loja Rio de Janeiro 2,Mouse Pad Colorido,1,363,363,363,148.97
5750,69067,2023-12-21,Loja Fortaleza,Kit Teclado e Mouse Sem Fio,4,262,1048,262,195.52
5751,69067,2023-12-21,Loja Fortaleza,Mouse Pad Colorido,1,368,368,368,151.02
5752,69068,2023-12-21,Loja João Pessoa,Fone de Ouvido Bluetooth HP,4,177,708,177,119.77
5753,69068,2023-12-21,Loja João Pessoa,Roteador 300 Mbps Cisco,2,73,146,73,58.07
5754,69070,2023-12-21,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,5,720,3600,720,537.3
5755,69070,2023-12-21,Loja Rio de Janeiro 2,Mouse Pad Colorido,3,363,1089,363,148.97
5756,69070,2023-12-21,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,5,138,690,138,126.59
5757,69071,2023-12-21,Loja Florianópolis,HD SSD Kingston 1 Tb,2,100,200,100,89.17
5758,69072,2023-12-21,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,3,270,810,270,247.67
5759,69073,2023-12-21,Loja São Paulo 3,HD SSD Kingston 1 Tb,1,113,113,113,100.76
5760,69074,2023-12-21,Loja São Paulo 3,Mouse Pad Colorido,5,391,1955,391,160.46
5761,69074,2023-12-21,Loja São Paulo 3,HD SSD Maxtel 750 Gb,4,137,548,137,125.67
5762,69074,2023-12-21,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,70,70,70,64.21
5763,69078,2023-12-21,Loja Rio de Janeiro 1,Mouse Pad Colorido,2,363,726,363,148.97
5764,69079,2023-12-21,Loja Porto Alegre,Calculadora Cientifica HP,3,157,471,157,112.41
5765,69082,2023-12-21,Loja Rio de Janeiro 1,Roteador 300 Mbps Cisco,3,74,222,74,58.87
5766,69083,2023-12-21,Loja São Paulo 2,HD SSD Maxtel 750 Gb,1,114,114,114,104.57
5767,69083,2023-12-21,Loja São Paulo 2,Teclado sem Fio Multi,2,67,134,67,42.12
5768,69083,2023-12-21,Loja São Paulo 2,HD SSD Kingston 1 Tb,5,118,590,118,105.21
5769,69084,2023-12-21,Loja São Paulo 2,HD SSD Maxtel 750 Gb,2,41,82,41,37.61
5770,69085,2023-12-21,Loja Rio de Janeiro 2,Mouse Pad Colorido,3,108,324,108,44.32
5771,69086,2023-12-21,Loja Rio de Janeiro 1,HD SSD Kingston 1 Tb,4,100,400,100,89.17
5772,69086,2023-12-21,Loja Rio de Janeiro 1,HD SSD Kingston 1 Tb,2,145,290,145,129.29
5773,69087,2023-12-21,Loja São Paulo 3,Mouse Pad Colorido,2,368,736,368,151.02
5774,69089,2023-12-21,Loja Natal,HD SSD Kingston 1 Tb,2,105,210,105,93.62
5775,69096,2023-12-21,Loja São Paulo 3,Calculadora Cientifica HP,2,163,326,163,116.7
5776,69096,2023-12-21,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,3,120,360,120,89.55
5777,69097,2023-12-21,Loja Rio de Janeiro 2,Teclado Gamer com Led,1,215,215,215,158.13
5778,69098,2023-12-21,Loja Maringá,Teclado Gamer com Led,3,200,600,200,147.1
5779,69098,2023-12-21,Loja Maringá,HD SSD Maxtel 750 Gb,1,50,50,50,45.86
5780,69098,2023-12-21,Loja Maringá,Fone de Ouvido Bluetooth HP,2,185,370,185,125.19
5781,69099,2023-12-21,Loja Florianópolis,Kit Teclado e Mouse Sem Fio,2,720,1440,720,537.3
5782,69099,2023-12-21,Loja Florianópolis,HD SSD Maxtel 750 Gb,1,283,283,283,259.59
5783,69100,2023-12-21,Loja Recife,HD SSD Kingston 1 Tb,1,105,105,105,93.62
